isin,year,Scope 1,Scope 2 (location based),Scope 2 (market based),Scope 3 (total),Scope 3 (cat 1),Scope 3 (cat 2),Scope 3 (cat 3),Scope 3 (cat 4),Scope 3 (cat 5),Scope 3 (cat 6),Scope 3 (cat 7),Scope 3 (cat 8),Scope 3 (cat 9),Scope 3 (cat 10),Scope 3 (cat 11),Scope 3 (cat 12),Scope 3 (cat 13),Scope 3 (cat 14),Scope 3 (cat 15),CountryName
US9026851066,2018,319,226875,270994,89933,143033,15607,205760,45275,229584,155031,260751,227723,201283,57871,196065,165508,225753,66957,160974,UNITED STATES
US9026851066,2019,332,36149,79260,177564,286380,238110,263280,24414,41224,72457,165158,249099,257897,122459,54334,77245,249364,94521,36639,UNITED STATES
US9026851066,2020,342,20489,14122,156992,262663,141564,253897,17520,81525,202152,149690,205384,182283,144567,229339,148750,153452,191643,171995,UNITED STATES
US9026851066,2021,380,200410,138632,52035,35636,179428,112784,94218,62719,197887,209613,134969,15920,76361,218494,183471,44218,284798,83320,UNITED STATES
US9026851066,2022,409,117435,195992,215396,43963,48387,113941,211787,96289,46076,150805,274450,229230,181222,183326,171175,195653,272670,171285,UNITED STATES
US9026851066,2023,359,216942,258851,47036,63736,269251,72767,154958,64993,108345,72640,32551,103636,176082,44190,37288,178604,276918,57361,UNITED STATES
US71535D1063,2013,316,41124,25627,245376,44452,144356,16001,134194,98961,220031,53178,101756,150307,92484,196957,104151,17691,140929,24217,UNITED STATES
US71535D1063,2014,358,264576,236209,172676,5803,131631,202307,264973,66536,161788,165530,258950,134874,97742,52795,275886,160622,40224,120582,UNITED STATES
US71535D1063,2015,339,260076,211761,91566,1870,80992,144188,139045,158772,79562,214407,199452,204000,188264,109082,259680,79022,46413,152067,UNITED STATES
US71535D1063,2016,293,106097,204665,272596,118607,240517,89811,121604,23901,131945,94337,244865,71836,111172,249257,178558,211946,20670,36071,UNITED STATES
US71535D1063,2017,335,222373,237397,21569,268650,121794,69080,256265,67506,199617,274089,231203,125289,274497,52878,203017,123040,197501,20135,UNITED STATES
US71535D1063,2018,302,175691,51911,225025,33190,197129,24558,226329,95766,209786,164857,242552,39581,238243,188103,196663,189272,242702,48885,UNITED STATES
US71535D1063,2019,299,267471,62877,201834,250297,50212,174451,188452,194529,87501,218494,147731,277329,265615,92349,81898,156722,214028,168848,UNITED STATES
US71535D1063,2020,315,220138,25480,97126,237406,139524,85548,108343,113385,65726,210751,262330,135287,103507,204543,251335,111354,226101,275118,UNITED STATES
US71535D1063,2021,328,5803,207225,113088,146746,79127,102740,37721,88578,30938,234686,2321,184450,123611,178171,156226,116108,151461,310,UNITED STATES
US71535D1063,2022,347,87815,228550,185836,102864,158117,283818,164731,211412,216766,58860,137835,32603,210986,29963,49757,113009,269627,114932,UNITED STATES
US71535D1063,2023,308,12267,25803,27823,208153,144762,113729,166210,179860,17869,120391,138901,265683,156514,250456,210103,222210,181857,219415,UNITED STATES
US98983L1089,2013,290,226651,194999,82091,38129,140175,6627,57402,12364,262786,74586,172313,143681,203206,258546,54249,176399,45079,206541,UNITED STATES
US98983L1089,2014,298,173892,204800,56948,16287,87615,88814,142021,89868,118929,249482,136096,74518,256336,94603,69697,112035,117224,124553,UNITED STATES
US98983L1089,2015,319,70525,217174,115394,143418,125659,50441,128102,211430,72054,207063,16222,142169,254119,259222,239087,107939,206123,256138,UNITED STATES
US98983L1089,2016,304,16809,170271,39688,79902,225927,228992,31230,267909,196689,282023,181272,28388,15981,135617,266490,59522,34993,272892,UNITED STATES
US98983L1089,2017,348,13615,83340,61732,25086,177614,273396,259910,102427,25251,18680,155234,31948,199660,250252,184879,202639,121790,173437,UNITED STATES
US98983L1089,2018,331,156681,133498,22948,216863,94144,124671,31549,262239,198773,212083,157632,85357,59858,285750,230657,143918,130322,212615,UNITED STATES
US98983L1089,2019,293,76504,136454,76210,103479,284720,15694,57933,71923,8241,192988,144524,145367,118140,52701,237970,63386,87264,16150,UNITED STATES
US98983L1089,2020,315,85915,212145,34029,66863,210600,48549,178536,72368,123340,152381,91921,246092,248539,9176,105142,83502,99066,130239,UNITED STATES
US98983L1089,2021,307,248855,155191,107774,240576,188194,124945,23169,188704,134933,156221,89639,63160,103932,27989,122653,236292,157644,228341,UNITED STATES
US98983L1089,2022,306,188323,269698,202961,154096,217971,7402,232756,254906,170011,126793,138487,185963,192854,264267,7432,178219,241575,251671,UNITED STATES
US98983L1089,2023,321,97291,74380,69145,72948,170240,182967,187457,107190,227532,215606,36126,93109,169616,271940,252648,242800,232284,245679,UNITED STATES
JP3819400007,2013,309,52550,227986,77616,232605,203238,54875,42081,247660,109991,64857,62097,216826,57937,99573,52815,204098,151495,163282,JAPAN
JP3819400007,2014,343,195147,157379,10275,211839,98898,209464,261476,58950,56650,166018,84674,258260,77160,167157,8626,145099,227987,169595,JAPAN
JP3819400007,2015,381,287244,26128,205089,113685,3907,259528,71262,20038,67295,148992,82638,285413,20661,44266,62906,160149,152341,84083,JAPAN
JP3819400007,2016,430,172004,76427,103279,122744,229214,240957,232923,57561,231375,251812,213091,244455,84538,185553,41612,185554,144621,278726,JAPAN
JP3819400007,2017,468,100168,28849,282442,256371,126027,93478,87933,229348,280483,197224,235103,116104,257602,58911,135714,121074,172915,268535,JAPAN
JP3819400007,2018,494,176214,231456,285583,283209,261559,176695,108816,204397,30089,254006,56831,228546,240960,263930,73889,103455,10389,152377,JAPAN
JP3819400007,2019,532,177308,86916,281428,264951,262348,102067,280826,42193,12552,200415,72265,66203,4568,211751,11409,89098,205717,20900,JAPAN
JP3819400007,2020,526,3958,80852,161285,224108,258748,87941,274496,181251,172543,162917,264702,146510,224723,44151,121284,203765,277738,20189,JAPAN
JP3819400007,2021,585,47967,21760,137801,49054,23348,123790,199952,70678,56311,255357,35741,9774,78293,146123,204797,58829,109080,218796,JAPAN
JP3819400007,2022,662,140344,187253,88078,108130,16023,199919,234744,231516,188011,240955,88008,164547,109688,205332,209946,26686,220745,166319,JAPAN
JP3819400007,2023,734,234021,286449,85911,72278,7611,246770,74244,175834,105216,250096,118066,187024,56435,252745,197638,284272,63600,272285,JAPAN
JP3449100001,2013,293,99099,135024,216797,134791,284378,61096,241436,86406,129564,247288,157410,160646,269506,177392,170280,146037,81833,220694,JAPAN
JP3449100001,2014,333,37916,274245,180508,3308,263733,189709,73176,51207,90996,287027,255226,6883,134506,110053,238384,286388,42875,129667,JAPAN
JP3449100001,2015,361,264890,287460,157384,109526,82554,265874,74885,23817,62106,179083,105909,212964,136271,247284,11971,47741,149613,156623,JAPAN
JP3449100001,2016,399,89260,126328,278897,25939,241025,48868,183106,39167,265176,103807,32324,107769,213055,156856,243792,192296,268910,130511,JAPAN
JP3449100001,2017,404,193313,50352,225274,216764,162293,262279,263333,143292,112913,129474,171151,52434,86394,218744,34790,45118,187396,153578,JAPAN
JP3449100001,2018,354,149615,120247,145421,275493,147873,42343,72331,279954,156321,85375,229111,249737,82963,189046,14497,229688,159341,38453,JAPAN
JP3449100001,2019,353,73942,129385,88033,122783,263705,246750,40479,8394,96852,187476,127101,54181,205437,129985,5710,91860,16872,231773,JAPAN
JP3449100001,2020,393,252380,14301,250101,205260,40641,262024,5091,190255,1407,142443,185709,112789,17258,22914,119258,69025,84711,70994,JAPAN
JP3449100001,2021,334,60929,172362,29419,230329,174767,166016,13028,75078,177281,237893,238707,36484,120556,154948,19169,62102,63621,85244,JAPAN
JP3449100001,2022,370,264710,117800,213075,72118,141871,67110,213767,171603,85419,39134,92776,228942,30565,230580,277510,167178,250802,175587,JAPAN
JP3449100001,2023,327,1286,176911,264667,179004,179183,284316,260894,2055,160124,2950,30543,281323,80284,107878,194384,112375,288511,193265,JAPAN
JP3637300009,2013,301,167790,227714,274184,98847,165222,155320,68685,74522,194980,44739,141052,56319,240669,175757,31027,240883,147097,127573,JAPAN
JP3637300009,2014,334,103717,53739,231373,285339,163706,67328,181472,220007,85289,239797,193528,221179,172117,288065,226571,241625,128448,262744,JAPAN
JP3637300009,2015,376,274192,133190,169659,202837,58994,197942,10524,133772,64526,201969,210401,850,57730,46630,110139,26434,7591,40898,JAPAN
JP3637300009,2016,328,57791,139138,161238,8710,209284,287810,104860,215286,91201,107099,67217,141627,35746,188468,231185,122515,254244,121960,JAPAN
JP3637300009,2017,322,277848,89255,29592,235710,275955,247286,216102,107298,288126,2032,242854,58790,48100,265762,40494,16451,252687,222113,JAPAN
JP3637300009,2018,326,229239,25168,211619,98563,69366,12312,238876,280960,82447,208251,153302,228932,143061,90888,147506,148014,137192,246923,JAPAN
JP3637300009,2019,374,31757,147590,214756,63805,124926,145031,235030,146273,264907,249864,287044,167285,19884,74013,275146,68907,82221,18623,JAPAN
JP3637300009,2020,389,222244,264183,6232,268485,191054,195212,96201,16095,285862,41762,274453,111893,8591,258647,110793,191594,173442,35990,JAPAN
JP3637300009,2021,356,112406,262894,184610,114090,127395,132143,55985,6993,10751,194568,180474,210339,211280,249188,74247,248877,282942,202365,JAPAN
JP3637300009,2022,326,93707,217405,101809,56424,137006,90855,73276,7383,78328,151152,167539,91222,126345,129875,133868,97956,14140,37140,JAPAN
JP3637300009,2023,293,83941,238168,93761,219189,109112,286760,17194,240946,154522,152438,221421,73018,71739,59392,191565,125724,156913,59814,JAPAN
US74164M1080,2013,290,230136,72229,244066,91999,124210,229876,208824,127470,118676,264569,61110,184452,56614,66941,69580,229406,113867,209279,UNITED STATES
US74164M1080,2014,317,180705,35901,245389,180277,74467,236810,207505,52947,166541,157787,28381,195590,50475,24332,195451,3646,179314,35991,UNITED STATES
US74164M1080,2015,345,134919,62252,244853,150961,125123,815,232489,215638,156372,136930,192046,192063,152650,163704,119801,87523,33471,95922,UNITED STATES
US74164M1080,2016,348,67810,222410,133937,40214,217025,254050,183908,89538,46177,258077,169983,96236,224135,68504,45069,117017,179226,177017,UNITED STATES
US74164M1080,2017,326,54055,20972,282791,239379,170571,196237,39049,164330,84660,118496,45782,210947,195990,137134,133050,27640,269543,263030,UNITED STATES
US74164M1080,2018,292,59350,269051,230697,138298,156474,23156,10032,223421,24963,280577,79166,89104,179806,142153,241105,107711,1444,72929,UNITED STATES
US74164M1080,2019,327,30448,260099,147322,170312,56757,76844,222720,111783,101344,13629,37560,197661,62908,82612,258239,114904,77815,42177,UNITED STATES
US74164M1080,2020,307,166767,93824,244866,102027,250090,49740,213758,150194,118833,134768,130043,241682,234104,144435,169100,206184,218626,7548,UNITED STATES
US74164M1080,2021,339,27498,15639,264763,76572,250476,211479,241924,139593,220509,210082,141340,162705,265545,208032,244514,167245,157377,101699,UNITED STATES
US74164M1080,2022,312,86907,42385,5878,94162,66338,180375,253535,86583,77246,221029,69643,239455,123304,127777,255036,9984,78454,163723,UNITED STATES
US74164M1080,2023,358,554,113182,77185,132055,117879,148080,65407,157767,88072,86467,288252,213392,123186,164044,261225,221242,268017,185536,UNITED STATES
US3994732069,2013,328,188557,140886,144337,251570,277899,265337,200508,238657,163961,146095,39912,185038,286765,28187,140841,284215,218849,89998,UNITED STATES
US3994732069,2014,313,749,253976,280847,175283,58349,11641,239857,252477,100674,81216,10539,199172,235859,224368,116933,126490,268157,110033,UNITED STATES
US3994732069,2015,318,33679,195808,224133,27118,27917,288104,69728,107909,132713,46122,21939,9958,267448,88170,195729,265231,263810,179068,UNITED STATES
US3994732069,2016,316,229084,95994,263796,121438,140942,127347,198798,188372,180990,246263,262450,34452,280739,185475,31828,109788,126749,134847,UNITED STATES
US3994732069,2017,323,187864,129843,15876,187023,178870,165574,109626,103468,149809,188913,72464,264124,142209,53382,108892,193437,18054,73562,UNITED STATES
US3994732069,2018,371,446,30178,55831,178872,88388,267980,268732,173773,72884,191164,149918,177457,126587,21083,282571,205558,115605,268850,UNITED STATES
US3994732069,2019,410,248029,224323,127882,187823,180846,138671,166413,224294,166561,78008,174746,133558,223739,89031,165904,107787,283175,237531,UNITED STATES
US3994732069,2020,448,225772,217842,224073,276961,120261,235991,39724,71049,157578,12627,92383,42563,73618,259046,113794,100847,11078,54970,UNITED STATES
US3994732069,2021,396,191045,112126,29034,13990,44756,226870,220268,10219,26630,60913,184720,163811,37197,214841,120420,206119,21193,57321,UNITED STATES
US3994732069,2022,409,45166,275647,229436,231838,146702,70175,79671,22642,263171,246700,139418,231101,259787,88408,167784,216151,105034,110501,UNITED STATES
US3994732069,2023,416,50392,240842,142583,101649,153781,173067,82611,255813,164615,112322,155356,185019,127149,20733,143327,105229,225092,167488,UNITED STATES
PHY6028G1361,2013,316,247369,71459,140636,27215,183932,95776,222369,202528,58063,49444,219059,281645,48502,107123,193285,251650,228989,34140,PHILIPPINES
PHY6028G1361,2014,288,62634,44086,22275,169085,34686,102570,255577,44848,121718,183921,42095,27004,115339,6030,271202,23662,135413,149669,PHILIPPINES
PHY6028G1361,2015,300,98257,70914,177599,129262,283532,232519,92692,2162,29275,33767,223989,230354,36021,248002,83985,85878,104395,220121,PHILIPPINES
PHY6028G1361,2016,297,114994,268485,217614,47005,96575,285397,31548,80448,132058,124531,272295,90852,83239,206943,267223,281516,121305,33291,PHILIPPINES
PHY6028G1361,2017,304,181157,81145,5008,267663,281547,149276,167368,115504,154939,4618,124981,70194,11897,157858,125916,4284,203397,125373,PHILIPPINES
PHY6028G1361,2018,331,215140,2479,22149,14173,182064,263891,116166,176148,2079,72262,130412,97394,12801,180898,178009,210977,122709,95907,PHILIPPINES
PHY6028G1361,2019,341,98894,109186,16883,174773,12906,76899,232512,241246,255803,85915,38573,196983,250283,181603,15735,69313,15426,84236,PHILIPPINES
PHY6028G1361,2020,370,239881,89054,82979,179480,81674,142728,149424,270766,136358,224367,208773,221133,137970,272787,140216,191461,72131,208261,PHILIPPINES
PHY6028G1361,2021,397,221348,114278,258802,25683,5927,10766,204747,46048,284810,238315,54052,74160,217024,51701,237546,110194,72352,228599,PHILIPPINES
PHY6028G1361,2022,433,164583,90497,214430,172619,275513,29241,116887,145071,271059,104497,155128,166313,20946,12862,83280,261119,88878,135713,PHILIPPINES
PHY6028G1361,2023,473,269606,120413,160209,94530,102740,153319,123547,21143,118136,183332,11237,283295,183405,277814,6238,252293,264870,33598,PHILIPPINES
AU000000BKW4,2013,322,255616,153276,102464,11615,212628,147955,81043,50087,102291,102799,117574,275784,209559,201226,271124,242266,158693,179961,AUSTRALIA
AU000000BKW4,2014,369,51063,15842,13738,168103,59416,248696,13803,48939,42557,140798,185650,208607,227394,177518,236520,250226,252083,47998,AUSTRALIA
AU000000BKW4,2015,405,258534,148982,232480,50251,107865,99138,222229,118884,256753,67412,146734,68781,15482,153645,47511,208680,219106,5494,AUSTRALIA
AU000000BKW4,2016,424,232606,133069,42320,242447,20850,128312,238088,241549,22354,18945,219668,81449,176649,30615,159374,114837,55578,175073,AUSTRALIA
AU000000BKW4,2017,465,24951,195277,113681,106497,250092,59047,71306,36957,56823,129394,280340,97844,197950,159459,201542,9573,94219,90717,AUSTRALIA
AU000000BKW4,2018,421,194731,18869,51082,29242,251895,7272,210392,273957,185573,132043,139831,163070,208883,110662,32942,44731,232886,162529,AUSTRALIA
AU000000BKW4,2019,462,215935,240737,89965,254464,250405,16247,102660,40702,134967,203536,5961,193736,82260,18219,39851,316,249724,127695,AUSTRALIA
AU000000BKW4,2020,404,275012,196473,235408,132886,199501,235584,12607,171178,287338,124371,96832,250738,89651,73070,244536,274201,203357,253226,AUSTRALIA
AU000000BKW4,2021,407,217603,99476,268669,79356,51070,158411,251569,138431,207364,183184,106407,66436,75818,249773,248110,206237,21469,225819,AUSTRALIA
AU000000BKW4,2022,453,235510,28339,157974,212365,33967,258356,27056,49035,9730,235863,82381,102760,211151,150436,8015,285750,24286,140266,AUSTRALIA
AU000000BKW4,2023,483,78270,13307,64270,139799,272823,150420,34465,60774,115331,185855,50629,158669,188978,145027,80949,191452,19910,122977,AUSTRALIA
US3696043013,2013,322,218033,142883,269122,286712,231338,176203,212328,177874,115444,180662,164973,51393,83097,287893,170202,126390,136569,145161,UNITED STATES
US3696043013,2014,296,252205,10644,222364,197560,20766,25613,278373,88045,92334,144409,99917,154002,15461,140584,104994,91262,81729,7894,UNITED STATES
US3696043013,2015,305,106341,232097,105024,140754,56842,193678,134838,62490,137264,206619,31226,209478,259597,252988,202354,137449,42161,49057,UNITED STATES
US3696043013,2016,338,131546,14998,31505,232165,131760,271739,274352,259108,243443,51523,26142,156797,158355,213032,176896,182604,48216,237450,UNITED STATES
US3696043013,2017,313,62999,110667,283048,110488,112449,268430,108908,83946,134682,273216,193654,147857,143550,44978,28431,25323,265111,163175,UNITED STATES
US3696043013,2018,336,185160,30653,194211,271928,122718,242894,177193,206892,129077,158818,137777,228458,98271,257958,170842,100727,77529,259043,UNITED STATES
US3696043013,2019,356,102519,286036,114350,278450,182457,188635,229747,57438,159922,63527,150785,77960,131861,43391,158006,61680,49056,59252,UNITED STATES
US3696043013,2020,349,225930,63006,104968,9739,23906,196585,168886,87200,41417,122823,179979,140973,83390,145645,168610,215730,183537,285123,UNITED STATES
US3696043013,2021,361,31297,127226,226547,232633,120513,254655,207429,203766,101557,14322,60333,100161,252339,255636,16764,36443,285802,231713,UNITED STATES
US3696043013,2022,345,177235,254697,132000,58492,108223,39361,79992,4503,58298,8335,268986,218377,13634,76221,183502,202466,275378,155801,UNITED STATES
US3696043013,2023,311,186572,245392,247633,204205,255135,277925,17571,73400,186838,96450,109199,109844,127253,147244,70065,92378,76220,213173,UNITED STATES
JP3143600009,2013,304,2850,69334,50429,58299,91982,234132,43647,155700,24024,187713,267684,172645,8087,72342,102238,180886,2730,49472,JAPAN
JP3143600009,2014,346,79815,271209,9330,167768,185634,256170,148847,53247,288486,278212,22829,288176,235842,241674,20290,224177,105275,215692,JAPAN
JP3143600009,2015,383,277592,193531,284696,210211,71659,122368,156896,247177,236993,277135,80466,152815,128680,287294,109921,271807,165755,124090,JAPAN
JP3143600009,2016,399,280197,167832,220938,49063,272293,240160,15074,42666,78364,196073,204846,65052,248442,170637,83912,230502,148441,224951,JAPAN
JP3143600009,2017,350,207383,288260,182026,106325,248143,150628,12569,13393,217684,265974,259627,48264,102058,20272,251385,64956,275503,148960,JAPAN
JP3143600009,2018,298,271302,201980,59267,162609,30450,164660,106439,260332,75014,175064,103499,101026,121161,58714,217828,252202,73590,120905,JAPAN
JP3143600009,2019,332,188595,80668,64282,84155,280002,28063,41452,50209,136675,165518,22953,162520,72346,64867,107479,224310,75646,146392,JAPAN
JP3143600009,2020,374,73065,22895,154049,157859,260585,167683,279705,211993,148824,207271,258274,148131,74559,287765,233421,67992,97099,45912,JAPAN
JP3143600009,2021,348,139442,8642,39788,30282,98223,46562,254885,79892,106320,242224,109494,79369,210656,165683,22332,207502,102348,32906,JAPAN
JP3143600009,2022,323,75697,50792,269923,121081,107040,89641,77063,167075,97853,79442,187560,201473,43612,218381,174832,91484,215525,177865,JAPAN
JP3143600009,2023,349,186522,206106,118903,58845,110716,76762,116478,101367,82558,19321,10474,143911,162316,7067,166889,58125,259096,254462,JAPAN
JP3425400003,2013,317,65287,276506,260718,118346,133679,143420,38420,209919,160398,134412,21483,114212,4181,137645,102962,94621,252327,254631,JAPAN
JP3425400003,2014,314,17950,142098,259155,155461,110475,196915,31111,32110,100401,27256,183430,29010,119702,122404,226451,148744,49166,227561,JAPAN
JP3425400003,2015,353,83998,44721,197679,221561,138329,94160,119523,285629,173712,52160,287508,188721,72003,29759,186628,33622,72060,171550,JAPAN
JP3425400003,2016,365,39345,249534,103754,82276,33072,134377,39644,203888,162936,235718,121153,67712,132764,248918,135622,131031,144147,15132,JAPAN
JP3425400003,2017,344,107221,156914,99309,244216,249490,209034,284861,261265,211661,99864,206024,17970,288483,71409,257898,262727,252534,11616,JAPAN
JP3425400003,2018,367,181005,12908,190145,268778,161329,116141,129516,186536,227654,224539,157575,79542,40148,82743,200828,21112,80246,203081,JAPAN
JP3425400003,2019,394,98535,37569,206206,189765,133887,76109,70110,76089,266761,187171,231362,175382,62038,101271,54062,213100,203088,16084,JAPAN
JP3425400003,2020,404,118873,206230,102836,121647,183224,23594,62055,78136,75088,211309,148192,280437,7387,281953,157824,101995,91605,139110,JAPAN
JP3425400003,2021,376,127441,74267,97910,204717,220093,68660,256422,247699,61259,56832,95148,215252,149140,246355,201400,23214,33543,104699,JAPAN
JP3425400003,2022,378,124146,236198,186571,261526,279715,210237,246066,233978,25353,111363,90648,156651,48167,103119,232333,255073,182149,95416,JAPAN
JP3425400003,2023,430,109493,104927,266115,238521,187604,224699,186698,138484,275368,219129,5674,170114,146462,202293,257548,147322,251898,142314,JAPAN
KR7036460004,2013,305,30858,255266,132736,116785,124948,99140,116969,169539,212934,213524,72166,263879,237987,215268,274640,218727,92701,189508,"KOREA, REPUBLIC OF"
KR7036460004,2014,330,271802,118417,148633,198650,153632,86589,21632,183338,102850,119124,222942,144114,273078,10002,279026,142518,61279,111031,"KOREA, REPUBLIC OF"
KR7036460004,2015,312,206517,276230,132404,182799,189140,238975,21687,111282,141551,30099,287409,183957,47896,235340,266025,83803,287311,251297,"KOREA, REPUBLIC OF"
KR7036460004,2016,342,190654,28013,200159,133002,147958,10579,142021,287104,215685,91012,35764,65896,62143,287314,73322,50601,201163,101645,"KOREA, REPUBLIC OF"
KR7036460004,2017,386,83096,5917,266167,21938,231644,199918,85672,31771,7122,189276,147107,46267,15801,22745,194608,12575,61272,155601,"KOREA, REPUBLIC OF"
KR7036460004,2018,330,114812,35487,176903,70092,55732,279453,162931,115234,973,52636,257499,15694,220164,187940,49080,77560,255083,17606,"KOREA, REPUBLIC OF"
KR7036460004,2019,305,172631,3706,262057,163500,66846,246740,166542,5374,44057,283128,190811,167764,157284,161655,286763,53127,182183,171755,"KOREA, REPUBLIC OF"
KR7036460004,2020,343,242294,186319,45701,166377,160519,83488,273807,220068,169815,265167,111205,148690,54526,188231,75908,20940,168712,82858,"KOREA, REPUBLIC OF"
KR7036460004,2021,369,193619,152507,94784,177702,277178,110288,236602,283677,107258,147363,149934,40721,183318,270708,275300,166873,80165,20820,"KOREA, REPUBLIC OF"
KR7036460004,2022,368,194268,257447,112206,198386,186962,203634,210363,195509,101250,35473,114777,124945,9204,140780,48329,59153,104413,157991,"KOREA, REPUBLIC OF"
KR7036460004,2023,411,160718,164988,254497,9998,42353,182637,215219,133043,186717,181716,94880,63989,277240,171888,37292,231733,59400,239559,"KOREA, REPUBLIC OF"
MX01CH170002,2013,309,173551,218113,76786,153435,176540,51088,225037,156766,230480,2830,158418,21709,178422,212246,284824,83846,240042,273857,MEXICO
MX01CH170002,2014,338,179039,195516,163716,165852,260909,137264,73329,45846,141551,244675,7219,279898,210191,255124,174115,151666,254404,189923,MEXICO
MX01CH170002,2015,351,132424,243941,65450,36707,250218,174151,27229,193535,207534,215682,90341,182558,245937,251691,91746,225015,229966,252261,MEXICO
MX01CH170002,2016,325,269126,186447,103837,13850,136836,119621,76237,214564,202831,227613,84186,174849,138006,207357,169772,61635,181657,12715,MEXICO
MX01CH170002,2017,353,60190,217779,190668,277844,271292,199967,263027,157260,205750,170224,121159,251507,75487,175186,80316,277683,13138,11910,MEXICO
MX01CH170002,2018,306,286549,94459,178632,22058,276881,232930,222190,197268,98665,144645,239964,45564,251396,93337,288404,91524,24897,79673,MEXICO
MX01CH170002,2019,290,39459,89449,39711,186892,262040,81831,196486,77508,81091,58091,108207,216642,126618,209123,18766,187118,206483,272438,MEXICO
MX01CH170002,2020,325,111021,7901,234099,60067,221351,125973,257003,64027,219667,30187,259946,6465,221369,158554,207383,19440,144147,67259,MEXICO
MX01CH170002,2021,336,59251,89730,41638,195608,210044,170372,125943,201091,141950,43455,210627,107854,4496,8146,10323,242211,35005,106231,MEXICO
MX01CH170002,2022,373,146612,226542,58532,262491,10845,137177,193741,197423,21185,162193,110786,32007,281624,202528,79081,179570,77610,178566,MEXICO
MX01CH170002,2023,368,119559,207951,102800,5755,145443,134143,162407,149619,246155,66861,184335,214205,94095,191817,247023,99240,103252,238648,MEXICO
US1251411013,2013,308,202413,90360,229068,186645,32997,244374,263999,106777,25501,119839,89429,15443,246759,219517,52259,19851,103235,132086,UNITED STATES
US1251411013,2014,335,11676,71631,28526,73743,13460,221842,240896,43502,136628,221500,15573,258211,91213,152945,43827,29521,1175,21963,UNITED STATES
US1251411013,2015,321,224792,212678,82213,146443,67395,86899,13413,228471,143607,42934,45277,226747,123488,24782,187650,70462,102686,60337,UNITED STATES
US1251411013,2016,325,57061,197563,264433,238258,270018,63919,113971,79201,130617,222270,65678,170952,165098,214945,51907,223429,36789,281033,UNITED STATES
US1251411013,2017,371,120341,251412,109017,83544,13997,213456,133634,43593,218423,109611,264158,149780,8537,81293,235467,28650,15304,218571,UNITED STATES
US1251411013,2018,406,94886,92040,234257,150413,71300,126470,273488,2935,157244,130857,241427,264196,89507,78408,239141,228026,270062,234970,UNITED STATES
US1251411013,2019,347,189290,87983,63366,280090,64528,59478,196204,225669,238905,231041,168446,131509,149049,55169,185470,189385,119053,4850,UNITED STATES
US1251411013,2020,366,102792,50602,103768,252188,210541,114139,135588,165545,197125,58414,225877,54572,47257,189561,169515,62019,180092,263796,UNITED STATES
US1251411013,2021,373,163908,20086,110128,48227,35809,50333,134626,66328,41809,287544,251770,265285,24526,99093,29573,272576,273311,72183,UNITED STATES
US1251411013,2022,407,213098,271777,170861,279506,95142,287936,143297,172470,233185,277161,204578,194735,163351,81542,98440,26550,53444,95751,UNITED STATES
US1251411013,2023,458,229611,66802,220892,12676,78740,122707,49954,16537,248339,252695,282798,230297,221368,53653,108085,70056,106679,81681,UNITED STATES
GB00BNC5T391,2013,308,30797,115273,218676,8585,35160,200875,107163,216469,89428,105682,267749,141066,3436,29396,146126,148107,37756,44343,UNITED KINGDOM
GB00BNC5T391,2014,309,150206,134346,11714,267419,64590,188825,261436,243633,52177,28481,165909,160917,80080,89559,87670,170560,216036,111040,UNITED KINGDOM
GB00BNC5T391,2015,313,107802,116390,190541,267371,80742,122841,25533,215928,57865,57956,172513,191931,51524,264266,147664,248764,49196,169099,UNITED KINGDOM
GB00BNC5T391,2016,315,14675,35199,226720,176003,9615,273325,273845,138844,160511,122426,140696,177838,115794,46475,40493,45029,246951,181953,UNITED KINGDOM
GB00BNC5T391,2017,303,220054,265346,281563,180810,79348,63201,261882,179411,149577,55100,80884,144175,234423,7100,279249,212908,150362,96218,UNITED KINGDOM
GB00BNC5T391,2018,291,246627,81578,45448,69163,240709,134301,56923,122501,82183,258984,196429,96894,101682,162660,114518,276781,74650,37571,UNITED KINGDOM
GB00BNC5T391,2019,289,162249,113623,117469,70690,228679,146550,41581,178838,209805,146034,35190,8886,285365,23809,57573,221023,10864,116863,UNITED KINGDOM
GB00BNC5T391,2020,314,55262,112886,127773,24006,207077,39451,92486,272810,192425,206477,287822,181913,114621,15203,80562,224824,260110,238421,UNITED KINGDOM
GB00BNC5T391,2021,323,93130,267666,25733,33133,179227,114172,45974,271838,153681,37981,77070,22686,103432,171247,203471,111713,26904,205716,UNITED KINGDOM
GB00BNC5T391,2022,360,3622,58801,131296,3541,157591,177172,128551,64223,241936,123960,183275,267027,146564,147835,278277,40188,192744,135999,UNITED KINGDOM
GB00BNC5T391,2023,358,165203,218443,1210,256848,193287,165726,96577,196840,59568,225349,227068,92585,136348,278356,74000,188613,62829,51680,UNITED KINGDOM
US9291601097,2013,325,65696,203477,4011,228672,181896,258644,138505,95298,131738,18704,287330,115409,80169,101632,157603,27460,283712,240513,UNITED STATES
US9291601097,2014,312,42987,255402,174365,277663,67737,61601,274420,130707,101191,91727,61455,103736,82452,58774,184868,92394,172510,120444,UNITED STATES
US9291601097,2015,319,286373,35044,159515,51489,85002,278388,11755,252912,190986,9579,67305,260003,88596,17887,216099,212920,225558,38092,UNITED STATES
